,PARTIDO,fraccion,radio,hogar,LOCALIDA,CANPER,CANPERM3,CANPEREV,TIPOVIVI,COCHERA,AUTO,BICICLET,CICLOMO,MOTO,CANAUTOS,OTIPOVIV,z_cocherasino,z_tieneciclomo,z_tienemoto,z_tieneauto,wt1,z_gastoco2,z_gastoma2,z_Quintil_ing_per_capita_AD_EQUIV,IDH
16608,La Matanza,21.0,5.0,021,SAN JUSTO,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,291.4855041503906,0.0,0.0,2.0,2832.0
16609,La Matanza,21.0,5.0,011,SAN JUSTO,5.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,252.78408813476562,0.0,0.0,1.0,2833.0
16610,La Matanza,19.0,2.0,061,CIUDAD EVITA,3.0,2.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,234.7752685546875,241.428571428571,231.008771929825,4.0,2834.0
16611,La Matanza,19.0,2.0,050,CIUDAD EVITA,3.0,3.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,225.1708526611328,286.09375,441.921487603306,2.0,2835.0
16612,La Matanza,19.0,2.0,040,CIUDAD EVITA,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,249.02731323242188,0.0,0.0,1.0,2836.0
16613,La Matanza,19.0,2.0,031,CIUDAD EVITA,4.0,4.0,0.0,Departamento,0.0,Si,No tiene,No tiene,1.0,No tiene,,No,No,Si,No,204.9061279296875,33.3333333333333,58.8313953488372,3.0,2837.0
16614,La Matanza,19.0,2.0,021,CIUDAD EVITA,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,219.6895294189453,220.232558139535,441.921487603306,1.0,2838.0
16615,La Matanza,19.0,2.0,011,CIUDAD EVITA,4.0,2.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,210.43252563476562,298.846153846154,208.979591836735,4.0,2839.0
16616,La Matanza,19.0,2.0,010,CIUDAD EVITA,2.0,2.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,235.67205810546875,292.424242424242,441.921487603306,4.0,2840.0
16617,La Matanza,11.0,11.0,041,LA TABLADA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,263.08563232421875,298.846153846154,441.921487603306,3.0,2841.0
16618,La Matanza,11.0,11.0,022,LA TABLADA,5.0,5.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,276.18804931640625,307.5,500.0,1.0,2842.0
16619,Ituzaingo,6.0,16.0,050,ITUZAINGO,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,140.87551879882812,298.846153846154,441.921487603306,3.0,2843.0
16620,Ituzaingo,6.0,16.0,041,ITUZAINGO,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,152.81785583496094,0.0,0.0,3.0,2844.0
16621,Ituzaingo,6.0,16.0,011,ITUZAINGO,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,1.0,,Si,No,Si,Si,133.33387756347656,20.0,234.677419354839,1.0,2845.0
16622,Ituzaingo,6.0,13.0,050,ITUZAINGO,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,205.3114013671875,264.375,441.921487603306,2.0,2846.0
16623,Ituzaingo,6.0,13.0,040,ITUZAINGO,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,207.37852478027344,300.0,250.0,2.0,2847.0
16624,Ituzaingo,6.0,13.0,030,ITUZAINGO,4.0,4.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,168.53271484375,0.0,0.0,2.0,2848.0
16625,Ituzaingo,6.0,13.0,011,ITUZAINGO,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,192.56520080566406,177.5,231.008771929825,1.0,2849.0
16626,Hurlingham,1.0,9.0,043,HURLINGHAM,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,132.94874572753906,0.0,0.0,2.0,2850.0
16627,General San Martin,14.0,14.0,053,VILLA YAPEYU,7.0,7.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,198.559326171875,0.0,0.0,2.0,2851.0
16628,General San Martin,14.0,14.0,050,VILLA YAPEYU,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,131.84698486328125,0.0,0.0,5.0,2852.0
16629,General San Martin,14.0,14.0,040,VILLA YAPEYU,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,183.9960479736328,297.868852459016,260.921132457027,3.0,2853.0
16630,General San Martin,14.0,14.0,032,VILLA YAPEYU,4.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,173.5552978515625,0.0,0.0,2.0,2854.0
16631,General San Martin,14.0,14.0,030,VILLA YAPEYU,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,175.50523376464844,335.185185185185,260.921132457027,2.0,2855.0
16632,General San Martin,14.0,14.0,022,VILLA YAPEYU,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,202.4214324951172,0.0,0.0,4.0,2856.0
16633,General San Martin,14.0,14.0,010,VILLA YAPEYU,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,154.7917022705078,286.09375,441.921487603306,2.0,2857.0
16634,General San Martin,14.0,1.0,053,SAN ANDRES,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,149.62722778320312,0.0,0.0,3.0,2858.0
16635,General San Martin,14.0,1.0,040,SAN ANDRES,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,208.9061279296875,0.0,0.0,5.0,2859.0
16636,General San Martin,14.0,1.0,022,SAN ANDRES,4.0,4.0,0.0,Casa,0.0,Si,1.0,1.0,No tiene,No tiene,,No,Si,No,No,176.44029235839844,125.0,25.3333333333333,4.0,2860.0
16637,General San Martin,14.0,1.0,020,SAN ANDRES,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,226.06214904785156,0.0,0.0,4.0,2861.0
16638,General San Martin,14.0,1.0,012,SAN ANDRES,4.0,3.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,175.4815216064453,0.0,0.0,1.0,2862.0
16639,General San Martin,14.0,1.0,010,SAN ANDRES,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,209.743408203125,373.855263157895,260.921132457027,5.0,2863.0
16640,E. Echeverria,7.0,12.0,072,LUIS GUILLON,4.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,133.1887664794922,0.0,0.0,2.0,2864.0
16641,E. Echeverria,7.0,12.0,070,LUIS GUILLON,4.0,4.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,168.9551544189453,298.846153846154,260.921132457027,3.0,2865.0
16642,E. Echeverria,7.0,12.0,052,LUIS GUILLON,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,157.8093719482422,0.0,0.0,4.0,2866.0
16643,E. Echeverria,7.0,12.0,030,LUIS GUILLON,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,155.42869567871094,229.886363636364,441.921487603306,3.0,2867.0
16644,E. Echeverria,7.0,12.0,022,LUIS GUILLON,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,172.10499572753906,0.0,0.0,4.0,2868.0
16645,E. Echeverria,7.0,12.0,012,LUIS GUILLON,4.0,4.0,0.0,Casa,0.0,Si,2.0,No tiene,No tiene,1.0,,No,No,No,Si,145.0860595703125,287.121212121212,441.921487603306,3.0,2869.0
16646,E. Echeverria,7.0,12.0,011,LUIS GUILLON,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,146.9292449951172,361.923076923077,441.921487603306,1.0,2870.0
16647,E. Echeverria,3.0,13.0,072,MONTE GRANDE,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,1.0,1.0,,Si,No,Si,Si,177.63278198242188,281.25,658.333333333333,4.0,2871.0
16648,E. Echeverria,3.0,13.0,071,MONTE GRANDE,3.0,3.0,0.0,Casa,2.0,Si,2.0,No tiene,No tiene,2.0,,Si,No,No,Si,189.17306518554688,740.0,683.881578947368,3.0,2872.0
16649,E. Echeverria,3.0,13.0,070,MONTE GRANDE,5.0,5.0,0.0,Casa,1.0,Si,5.0,No tiene,1.0,1.0,,Si,No,Si,Si,182.12232971191406,333.333333333333,234.677419354839,5.0,2873.0
16650,E. Echeverria,3.0,13.0,051,MONTE GRANDE,3.0,3.0,0.0,Casa,2.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,180.12306213378906,224.076923076923,441.921487603306,3.0,2874.0
16651,E. Echeverria,3.0,13.0,031,MONTE GRANDE,5.0,5.0,0.0,Casa,3.0,Si,3.0,No tiene,1.0,No tiene,,Si,No,Si,No,186.81942749023438,80.0,58.8313953488372,1.0,2875.0
16652,E. Echeverria,3.0,13.0,012,MONTE GRANDE,2.0,2.0,0.0,Casa,1.0,Si,1.0,1.0,No tiene,1.0,,Si,Si,No,Si,181.27096557617188,350.0,460.0,3.0,2876.0
16653,E. Echeverria,3.0,13.0,010,MONTE GRANDE,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,No tiene,,Si,No,Si,No,164.035888671875,225.0,58.8313953488372,2.0,2877.0
16654,Berazategui,5.0,7.0,070,VILLA ESPAÑA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,165.6065216064453,0.0,0.0,1.0,2878.0
16655,Berazategui,5.0,7.0,061,VILLA ESPAÑA,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,173.7215576171875,0.0,0.0,2.0,2879.0
16656,Berazategui,5.0,7.0,052,VILLA ESPAÑA,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,169.59078979492188,373.855263157895,260.921132457027,5.0,2880.0
16657,Berazategui,5.0,7.0,051,VILLA ESPAÑA,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,163.53915405273438,0.0,0.0,2.0,2881.0
16658,Berazategui,5.0,7.0,050,VILLA ESPAÑA,9.0,8.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,284.8932189941406,0.0,0.0,1.0,2882.0
16659,Berazategui,5.0,7.0,040,VILLA ESPAÑA,6.0,6.0,0.0,Casa,1.0,Si,5.0,1.0,1.0,No tiene,,Si,Si,Si,No,162.1631317138672,62.8571428571429,70.3846153846154,3.0,2883.0
16660,Berazategui,5.0,7.0,011,VILLA ESPAÑA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,165.4827117919922,400.0,100.0,3.0,2884.0
16661,Berazategui,5.0,7.0,010,VILLA ESPAÑA,4.0,4.0,0.0,Casa,1.0,No,2.0,No tiene,No tiene,No tiene,,Si,No,No,No,141.62733459472656,0.0,0.0,1.0,2885.0
16662,Avellaneda,16.0,14.0,053,GERLI,4.0,4.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,163.24693298339844,0.0,0.0,4.0,2886.0
16663,Avellaneda,16.0,14.0,022,GERLI,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,218.45974731445312,286.09375,208.979591836735,2.0,2887.0
16664,Avellaneda,16.0,14.0,013,GERLI,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,200.9609832763672,0.0,0.0,3.0,2888.0
16665,Avellaneda,16.0,10.0,051,GERLI,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,193.55545043945312,229.886363636364,260.921132457027,3.0,2889.0
16666,Avellaneda,16.0,10.0,043,GERLI,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,166.83872985839844,400.0,200.0,1.0,2890.0
16667,Avellaneda,16.0,10.0,042,GERLI,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,190.70828247070312,300.0,500.0,5.0,2891.0
16668,Avellaneda,16.0,10.0,030,GERLI,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,216.29910278320312,0.0,0.0,1.0,2892.0
16669,Avellaneda,14.0,11.0,040,SARANDI,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,210.77760314941406,0.0,0.0,3.0,2893.0
16670,Avellaneda,14.0,11.0,031,SARANDI,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,193.55545043945312,300.0,450.0,4.0,2894.0
16671,Avellaneda,14.0,11.0,020,SARANDI,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,200.49298095703125,0.0,0.0,1.0,2895.0
16672,Avellaneda,14.0,11.0,011,SARANDI,4.0,3.0,0.0,Casa,1.0,Si,No tiene,1.0,No tiene,1.0,,Si,Si,No,Si,186.5471649169922,350.0,199.166666666667,1.0,2896.0
16673,Avellaneda,14.0,11.0,010,SARANDI,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,188.75103759765625,373.855263157895,441.921487603306,5.0,2897.0
16674,Avellaneda,9.0,10.0,053,GERLI,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,202.38082885742188,0.0,0.0,2.0,2898.0
16675,Avellaneda,9.0,10.0,051,GERLI,2.0,2.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,202.45022583007812,0.0,0.0,3.0,2899.0
16676,Avellaneda,9.0,10.0,041,GERLI,4.0,4.0,0.0,Casa,0.0,No,4.0,No tiene,No tiene,No tiene,,No,No,No,No,182.0159149169922,0.0,0.0,2.0,2900.0
16677,Avellaneda,9.0,10.0,040,GERLI,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,175.23550415039062,298.493150684931,149.479338842975,3.0,2901.0
16678,Avellaneda,9.0,10.0,030,GERLI,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,193.55545043945312,0.0,0.0,4.0,2902.0
16679,Avellaneda,9.0,10.0,021,GERLI,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,166.83872985839844,0.0,0.0,1.0,2903.0
16680,Cap. Fed. DE 20,3.0,10.0,040,MATADEROS,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,258.0184326171875,0.0,0.0,5.0,2904.0
16681,Cap. Fed. DE 20,3.0,10.0,030,MATADEROS,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,206.1873321533203,0.0,0.0,4.0,2905.0
16682,Cap. Fed. DE 20,3.0,10.0,023,MATADEROS,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,338.8460998535156,327.454545454545,441.921487603306,5.0,2906.0
16683,Cap. Fed. DE 20,3.0,10.0,022,MATADEROS,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,212.9194793701172,316.666666666667,208.979591836735,5.0,2907.0
16684,Cap. Fed. DE 20,1.0,7.0,040,LINIERS,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,306.90130615234375,300.0,200.0,4.0,2908.0
16685,Cap. Fed. DE 20,1.0,7.0,033,LINIERS,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,253.35035705566406,0.0,0.0,4.0,2909.0
16686,Cap. Fed. DE 20,1.0,7.0,013,LINIERS,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,241.81851196289062,0.0,0.0,3.0,2910.0
16687,Cap. Fed. DE 20,1.0,7.0,010,LINIERS,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,343.3677978515625,0.0,0.0,2.0,2911.0
16688,Cap. Fed. DE 19,3.0,7.0,033,NUEVA POMPEYA,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,3.0,,No,No,No,Si,221.12147521972656,430.0,630.304904386852,5.0,2912.0
16689,Cap. Fed. DE 19,3.0,7.0,012,NUEVA POMPEYA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,329.24688720703125,164.285714285714,231.008771929825,3.0,2913.0
16690,Cap. Fed. DE 19,3.0,5.0,023,NUEVA POMPEYA,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,341.5843505859375,0.0,0.0,3.0,2914.0
16691,Cap. Fed. DE 19,3.0,5.0,011,NUEVA POMPEYA,6.0,5.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,457.41876220703125,0.0,0.0,1.0,2915.0
16692,Cap. Fed. DE 19,2.0,5.0,022,NUEVA POMPEYA,6.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,427.3016357421875,0.0,0.0,4.0,2916.0
16693,Cap. Fed. DE 09,22.0,7.0,040,PALERMO,4.0,4.0,0.0,Departamento,0.0,Si,3.0,No tiene,No tiene,1.0,,No,No,No,Si,218.23162841796875,373.855263157895,260.921132457027,4.0,2917.0
16694,Cap. Fed. DE 09,22.0,7.0,033,PALERMO,4.0,4.0,0.0,Departamento,0.0,Si,1.0,No tiene,No tiene,2.0,,No,No,No,Si,171.08665466308594,417.391304347826,509.962962962963,4.0,2918.0
16695,Cap. Fed. DE 09,22.0,7.0,023,PALERMO,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,314.9045715332031,0.0,0.0,4.0,2919.0
16696,Cap. Fed. DE 09,22.0,7.0,020,PALERMO,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,313.9291076660156,0.0,0.0,5.0,2920.0
16697,Cap. Fed. DE 09,22.0,7.0,010,PALERMO,8.0,8.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,272.100830078125,253.75,441.921487603306,4.0,2921.0
16698,Cap. Fed. DE 06,16.0,4.0,022,PARQUE PATRICIOS,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,351.9356994628906,500.0,300.0,4.0,2922.0
16699,Cap. Fed. DE 06,16.0,4.0,013,PARQUE PATRICIOS,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,218.13427734375,0.0,0.0,4.0,2923.0
16700,Cap. Fed. DE 06,3.0,8.0,011,BALVANERA,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,207.1601104736328,0.0,0.0,4.0,2924.0
16701,Cap. Fed. DE 05,8.0,9.0,040,NUEVA POMPEYA,6.0,6.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,491.3572082519531,0.0,0.0,2.0,2925.0
16702,Cap. Fed. DE 05,8.0,9.0,023,NUEVA POMPEYA,3.0,3.0,0.0,Casa,2.0,Si,1.0,No tiene,1.0,2.0,,Si,No,Si,Si,370.08526611328125,491.666666666667,742.712974296206,3.0,2926.0
16703,Cap. Fed. DE 05,8.0,9.0,020,NUEVA POMPEYA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,274.1206970214844,0.0,0.0,5.0,2927.0
16704,Cap. Fed. DE 05,8.0,9.0,011,NUEVA POMPEYA,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,361.80841064453125,0.0,0.0,2.0,2928.0
16705,Cap. Fed. DE 05,7.0,11.0,043,PARQUE PATRICIOS,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,292.6253356933594,297.777777777778,441.921487603306,4.0,2929.0
16706,Cap. Fed. DE 05,7.0,11.0,030,PARQUE PATRICIOS,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,303.39794921875,0.0,0.0,5.0,2930.0
16707,Cap. Fed. DE 05,7.0,11.0,022,PARQUE PATRICIOS,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,202.1514434814453,373.855263157895,441.921487603306,4.0,2931.0
16708,Cap. Fed. DE 05,7.0,11.0,013,PARQUE PATRICIOS,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,414.56341552734375,0.0,0.0,4.0,2932.0
16709,Cap. Fed. DE 05,1.0,9.0,043,PARQUE PATRICIOS,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,279.6133117675781,0.0,0.0,5.0,2933.0
16710,Cap. Fed. DE 05,1.0,9.0,040,PARQUE PATRICIOS,1.0,1.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,291.62420654296875,0.0,0.0,5.0,2934.0
16711,Cap. Fed. DE 05,1.0,9.0,012,PARQUE PATRICIOS,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,331.3170471191406,0.0,0.0,2.0,2935.0
16712,Cap. Fed. DE 03,12.0,13.0,021,CONSTITUCION,5.0,5.0,0.0,Departamento,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,325.06231689453125,0.0,0.0,3.0,2936.0
16713,Cap. Fed. DE 03,12.0,13.0,013,CONSTITUCION,4.0,3.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,482.2649230957031,202.222222222222,372.019230769231,2.0,2937.0
16714,Cap. Fed. DE 03,12.0,13.0,011,CONSTITUCION,5.0,4.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,411.84332275390625,0.0,0.0,1.0,2938.0
16715,Cap. Fed. DE 03,12.0,13.0,010,CONSTITUCION,2.0,2.0,0.0,Pieza en pensión u hotel,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,366.6231384277344,0.0,0.0,3.0,2939.0
16716,Cap. Fed. DE 03,11.0,14.0,042,CONSTITUCION,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,379.4367980957031,0.0,0.0,4.0,2940.0
16717,Cap. Fed. DE 03,11.0,14.0,033,CONSTITUCION,9.0,8.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,517.1666870117188,0.0,0.0,3.0,2941.0
16718,Cap. Fed. DE 03,11.0,14.0,012,CONSTITUCION,3.0,3.0,0.0,Pieza en pensión u hotel,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,441.8735656738281,0.0,0.0,2.0,2942.0
16719,Cap. Fed. DE 03,11.0,14.0,011,CONSTITUCION,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,329.543701171875,0.0,0.0,2.0,2943.0
16720,Cap. Fed. DE 03,3.0,10.0,042,MONSERRAT,4.0,2.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,400.2168273925781,200.0,700.0,5.0,2944.0
16721,Cap. Fed. DE 03,3.0,10.0,040,MONSERRAT,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,421.4351501464844,0.0,0.0,3.0,2945.0
16722,Cap. Fed. DE 03,3.0,10.0,032,MONSERRAT,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,339.3870544433594,0.0,0.0,4.0,2946.0
16723,Cap. Fed. DE 03,3.0,10.0,021,MONSERRAT,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,379.4367980957031,0.0,0.0,4.0,2947.0
16724,Cap. Fed. DE 02,15.0,6.0,043,BALVANERA,4.0,4.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,278.4571228027344,0.0,0.0,4.0,2948.0
16725,Cap. Fed. DE 02,15.0,6.0,031,BALVANERA,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,321.95086669921875,0.0,0.0,5.0,2949.0
16726,Cap. Fed. DE 02,15.0,6.0,023,BALVANERA,4.0,4.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,262.4960632324219,0.0,0.0,5.0,2950.0
16727,Cap. Fed. DE 02,15.0,6.0,011,BALVANERA,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,379.95391845703125,0.0,0.0,3.0,2951.0
16728,Merlo,17.0,16.0,041,BARRIO PARQUE SAN MARTIN,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,241.21246337890625,70.0,70.0,3.0,2952.0
16729,Merlo,17.0,16.0,040,BARRIO PARQUE SAN MARTIN,6.0,6.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,229.68663024902344,0.0,0.0,1.0,2953.0
