,PARTIDO,fraccion,radio,hogar,LOCALIDA,CANPER,CANPERM3,CANPEREV,TIPOVIVI,COCHERA,AUTO,BICICLET,CICLOMO,MOTO,CANAUTOS,OTIPOVIV,z_cocherasino,z_tieneciclomo,z_tienemoto,z_tieneauto,wt1,z_gastoco2,z_gastoma2,z_Quintil_ing_per_capita_AD_EQUIV,IDH
3759,Alte. Brown,15.0,5.0,015,LONGCHAMPS,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,163.49923706054688,0.0,0.0,3.0,6672.0
3760,La Matanza,38.0,30.0,010,VIRREY DEL PINO,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,140.57968139648438,220.0,231.008771929825,2.0,6673.0
3761,La Matanza,38.0,30.0,006,VIRREY DEL PINO,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,165.94412231445312,298.846153846154,260.921132457027,3.0,6674.0
3762,La Matanza,38.0,30.0,003,VIRREY DEL PINO,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,160.47421264648438,286.09375,260.921132457027,2.0,6675.0
3763,E. Echeverria,5.0,21.0,002,MONTE GRANDE,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,111.92579650878906,200.0,50.0,1.0,6676.0
3764,Tigre,8.0,6.0,017,BENAVIDEZ,4.0,4.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,115.86498260498047,164.285714285714,231.008771929825,3.0,6677.0
3765,La Matanza,38.0,30.0,002,VIRREY DEL PINO,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,175.88624572753906,0.0,0.0,3.0,6678.0
3766,La Matanza,38.0,30.0,007,VIRREY DEL PINO,1.0,1.0,0.0,Casilla/rancho aislado,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,190.3017578125,0.0,0.0,4.0,6679.0
3767,La Matanza,38.0,30.0,005,VIRREY DEL PINO,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,182.47048950195312,0.0,0.0,1.0,6680.0
3768,La Matanza,38.0,30.0,009,VIRREY DEL PINO,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,162.09689331054688,0.0,0.0,4.0,6681.0
3769,La Matanza,38.0,30.0,008,VIRREY DEL PINO,7.0,7.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,206.26210021972656,0.0,0.0,1.0,6682.0
3770,Tigre,8.0,6.0,002,BENAVIDEZ,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,124.94632720947266,0.0,0.0,2.0,6683.0
3771,Cap. Fed. DE 08,7.0,11.0,009,CABALLITO,3.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,421.8457336425781,0.0,0.0,4.0,6684.0
3772,Cap. Fed. DE 16,7.0,13.0,018,VILLA DEVOTO,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,90.60391998291016,400.0,400.0,3.0,6685.0
3773,Alte. Brown,14.0,11.0,028,LONGCHAMPS,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,130.1649932861328,0.0,0.0,5.0,6686.0
3774,Tigre,8.0,6.0,025,BENAVIDEZ,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,114.66124725341797,184.0,231.008771929825,2.0,6687.0
3775,La Matanza,38.0,30.0,001,VIRREY DEL PINO,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,131.61892700195312,0.0,0.0,1.0,6688.0
3776,Lanus,6.0,10.0,015,GERLI,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,169.3419952392578,0.0,0.0,3.0,6689.0
3777,La Matanza,20.0,7.0,026,CIUDAD EVITA,7.0,7.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,166.68374633789062,392.222222222222,452.222222222222,2.0,6690.0
3778,La Matanza,38.0,30.0,004,VIRREY DEL PINO,5.0,5.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,167.6546630859375,0.0,0.0,1.0,6691.0
3779,Tigre,8.0,6.0,011,BENAVIDEZ,5.0,5.0,0.0,Casa,1.0,Si,4.0,No tiene,No tiene,1.0,,Si,No,No,Si,123.10443115234375,174.666666666667,260.921132457027,1.0,6692.0
3780,Lanus,6.0,10.0,008,GERLI,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,142.4066619873047,1000.0,452.222222222222,5.0,6693.0
3781,Cap. Fed. DE 04,2.0,10.0,021,SAN TELMO,5.0,5.0,0.0,Departamento,0.0,No,3.0,No tiene,No tiene,No tiene,,No,No,No,No,251.04205322265625,0.0,0.0,4.0,6694.0
3782,Alte. Brown,14.0,11.0,001,LONGCHAMPS,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,135.94119262695312,0.0,0.0,5.0,6695.0
3783,Cap. Fed. DE 08,7.0,11.0,013,CABALLITO,1.0,1.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,317.1962890625,200.0,600.0,5.0,6696.0
3784,General San Martin,7.0,14.0,004,VILLA BALLESTER,4.0,3.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,132.3816375732422,100.0,230.0,4.0,6697.0
3785,Cap. Fed. DE 16,7.0,13.0,009,VILLA DEVOTO,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,109.94364166259766,0.0,0.0,5.0,6698.0
3786,Cap. Fed. DE 16,7.0,13.0,026,VILLA DEVOTO,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,127.3508529663086,0.0,0.0,3.0,6699.0
3787,Cap. Fed. DE 13,2.0,3.0,008,VILLA LURO,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,354.9548034667969,0.0,0.0,4.0,6700.0
3788,Lomas de Zamora,1.0,8.0,009,LOMAS DE ZAMORA,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,130.32986450195312,0.0,0.0,3.0,6701.0
3789,La Matanza,17.0,24.0,029,SAN JUSTO,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,154.02584838867188,400.0,300.0,3.0,6702.0
3790,Avellaneda,4.0,4.0,022,PIÑEYRO,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,193.7002716064453,0.0,0.0,5.0,6703.0
3791,Lomas de Zamora,1.0,8.0,012,LOMAS DE ZAMORA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,113.2337417602539,231.388888888889,441.921487603306,2.0,6704.0
3792,Moreno,2.0,23.0,028,MORENO,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,155.87155151367188,373.855263157895,260.921132457027,4.0,6705.0
3793,E. Echeverria,5.0,21.0,021,MONTE GRANDE,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,114.62376403808594,200.0,250.0,1.0,6706.0
3794,Lomas de Zamora,30.0,3.0,028,BANFIELD,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,141.7825164794922,0.0,0.0,2.0,6707.0
3795,Tigre,3.0,16.0,005,LOS TRONCOS DEL TALAR,2.0,2.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,88.63580322265625,0.0,0.0,2.0,6708.0
3796,La Matanza,17.0,24.0,026,SAN JUSTO,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,172.66720581054688,0.0,0.0,1.0,6709.0
3797,Cap. Fed. DE 18,9.0,4.0,006,VELEZ SARSFIELD,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,132.5013885498047,0.0,0.0,2.0,6710.0
3798,Avellaneda,4.0,4.0,017,PIÑEYRO,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,189.6370086669922,0.0,0.0,2.0,6711.0
3799,Cap. Fed. DE 08,11.0,2.0,013,PARQUE CHACABUCO,4.0,4.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,389.5437927246094,0.0,0.0,2.0,6712.0
3800,Lomas de Zamora,6.0,14.0,030,BANFIELD,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,371.6509704589844,0.0,0.0,1.0,6713.0
3801,Moreno,2.0,23.0,013,MORENO,3.0,3.0,0.0,Casa,2.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,158.46922302246094,600.0,1000.0,4.0,6714.0
3802,Avellaneda,6.0,3.0,002,DOCK SUD,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,125.69287872314453,297.777777777778,208.979591836735,4.0,6715.0
3803,Avellaneda,4.0,4.0,014,PIÑEYRO,5.0,5.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,209.39157104492188,0.0,0.0,1.0,6716.0
3804,Lomas de Zamora,30.0,3.0,021,BANFIELD,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,179.97975158691406,0.0,0.0,3.0,6717.0
3805,La Matanza,17.0,24.0,014,SAN JUSTO,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,158.24734497070312,0.0,0.0,3.0,6718.0
3806,Avellaneda,6.0,3.0,007,DOCK SUD,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,152.3829803466797,0.0,0.0,2.0,6719.0
3807,Cap. Fed. DE 01,27.0,6.0,030,BALVANERA,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,306.00738525390625,0.0,0.0,4.0,6720.0
3808,Lomas de Zamora,6.0,14.0,027,BANFIELD,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,308.70050048828125,0.0,0.0,2.0,6721.0
3809,Cap. Fed. DE 04,5.0,6.0,012,BOCA,4.0,4.0,0.0,Local no construido para habitación,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,359.048583984375,0.0,0.0,2.0,6722.0
3810,Cap. Fed. DE 06,16.0,8.0,041,PARQUE PATRICIOS,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,271.9676208496094,0.0,0.0,4.0,6723.0
3811,Lomas de Zamora,30.0,3.0,016,BANFIELD,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,136.08021545410156,0.0,0.0,3.0,6724.0
3812,Cap. Fed. DE 06,18.0,9.0,031,BOEDO,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,370.6164855957031,0.0,0.0,5.0,6725.0
3813,Avellaneda,6.0,3.0,010,DOCK SUD,4.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,154.04690551757812,0.0,0.0,2.0,6726.0
3814,La Matanza,17.0,24.0,008,SAN JUSTO,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,143.4342803955078,220.0,231.008771929825,3.0,6727.0
3815,Cap. Fed. DE 09,12.0,7.0,020,COLEGIALES,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,323.9161376953125,292.424242424242,260.921132457027,4.0,6728.0
3816,Lomas de Zamora,6.0,14.0,004,BANFIELD,2.0,2.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,349.2235412597656,330.0,208.979591836735,5.0,6729.0
3817,Cap. Fed. DE 09,12.0,7.0,030,COLEGIALES,3.0,3.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,368.06439208984375,300.0,260.921132457027,5.0,6730.0
3818,Avellaneda,4.0,4.0,010,PIÑEYRO,3.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,195.6457061767578,0.0,0.0,3.0,6731.0
3819,Avellaneda,6.0,3.0,006,DOCK SUD,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,182.1249237060547,0.0,0.0,1.0,6732.0
3820,La Matanza,20.0,7.0,005,CIUDAD EVITA,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,158.21580505371094,297.230769230769,441.921487603306,4.0,6733.0
3821,Cap. Fed. DE 09,12.0,14.0,030,PALERMO,1.0,1.0,0.0,Departamento,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,303.0398254394531,0.0,0.0,4.0,6734.0
3822,Cap. Fed. DE 15,6.0,7.0,020,VILLA URQUIZA,3.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,463.3495788574219,120.0,500.0,2.0,6735.0
3823,Alte. Brown,1.0,12.0,061,ADROGUE,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,191.2823944091797,292.424242424242,441.921487603306,4.0,6736.0
3824,Avellaneda,4.0,4.0,008,PIÑEYRO,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,247.10174560546875,0.0,0.0,2.0,6737.0
3825,E. Echeverria,6.0,18.0,061,MONTE GRANDE,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,157.3491973876953,200.0,260.921132457027,1.0,6738.0
3826,Ezeiza,2.0,6.0,042,EZEIZA,3.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,146.47625732421875,0.0,0.0,1.0,6739.0
3827,Jose C. Paz,1.0,28.0,051,JOSE C PAZ,5.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,190.5191650390625,0.0,0.0,3.0,6740.0
3828,La Matanza,17.0,4.0,040,RAMOS MEJIA,1.0,1.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,305.9644470214844,239.5,260.921132457027,3.0,6741.0
3829,Lomas de Zamora,30.0,3.0,008,BANFIELD,4.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,132.2000274658203,0.0,0.0,2.0,6742.0
3830,Avellaneda,4.0,4.0,004,PIÑEYRO,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,187.288330078125,0.0,0.0,4.0,6743.0
3831,La Matanza,33.0,21.0,061,GREGORIO DE LAFERRERE,5.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,218.47059631347656,0.0,0.0,3.0,6744.0
3832,General San Martin,1.0,32.0,011,VILLA GENERAL NECOCHEA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,136.05311584472656,0.0,0.0,5.0,6745.0
3833,Avellaneda,6.0,3.0,004,DOCK SUD,10.0,8.0,0.0,Casa,0.0,Si,1.0,No tiene,1.0,No tiene,,No,No,Si,No,292.2818908691406,0.0,58.8313953488372,1.0,6746.0
3834,Lanus,9.0,1.0,040,LANUS OESTE,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,206.9832763671875,0.0,0.0,2.0,6747.0
3835,Lanus,9.0,1.0,041,LANUS OESTE,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,206.9832763671875,0.0,0.0,5.0,6748.0
3836,Malvinas Argentinas,2.0,25.0,041,PABLO NOGUES,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,178.1618194580078,0.0,0.0,2.0,6749.0
3837,San Isidro,5.0,7.0,050,MARTINEZ,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,165.17286682128906,241.25,441.921487603306,1.0,6750.0
3838,Cap. Fed. DE 08,11.0,2.0,023,PARQUE CHACABUCO,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,298.36236572265625,0.0,0.0,5.0,6751.0
3839,Cap. Fed. DE 08,11.0,2.0,019,PARQUE CHACABUCO,1.0,1.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,332.6913757324219,157.142857142857,372.019230769231,2.0,6752.0
3840,Cap. Fed. DE 01,7.0,13.0,001,RETIRO,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,106.40216827392578,0.0,0.0,3.0,6753.0
3841,Vicente Lopez,11.0,17.0,011,MUNRO,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,207.27609252929688,0.0,0.0,3.0,6754.0
3842,Tres de Febrero,3.0,12.0,022,MARTIN CORONADO,4.0,4.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,184.94346618652344,373.855263157895,260.921132457027,4.0,6755.0
3843,Vicente Lopez,16.0,5.0,031,CARAPACHAY,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,240.2891845703125,0.0,0.0,4.0,6756.0
3844,Moreno,2.0,23.0,004,MORENO,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,200.57684326171875,0.0,0.0,2.0,6757.0
3845,Cap. Fed. DE 01,7.0,13.0,003,RETIRO,3.0,3.0,0.0,Pieza de inquilinato,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,167.4776611328125,0.0,0.0,2.0,6758.0
3846,Cap. Fed. DE 01,9.0,4.0,010,RECOLETA,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,362.38787841796875,0.0,0.0,4.0,6759.0
3847,Cap. Fed. DE 01,9.0,4.0,023,RECOLETA,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,355.3940124511719,0.0,0.0,4.0,6760.0
3848,Moreno,2.0,23.0,019,MORENO,3.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,158.07789611816406,0.0,0.0,1.0,6761.0
3849,Cap. Fed. DE 01,9.0,4.0,032,RECOLETA,3.0,2.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,482.74298095703125,100.0,900.0,5.0,6762.0
3850,Cap. Fed. DE 08,11.0,9.0,010,PARQUE CHACABUCO,5.0,5.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,404.81719970703125,310.714285714286,500.0,4.0,6763.0
3851,Cap. Fed. DE 01,7.0,13.0,004,RETIRO,5.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,168.76707458496094,0.0,0.0,1.0,6764.0
3852,Cap. Fed. DE 08,11.0,9.0,011,PARQUE CHACABUCO,3.0,3.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,440.593994140625,327.454545454545,441.921487603306,5.0,6765.0
3853,Cap. Fed. DE 08,11.0,9.0,021,PARQUE CHACABUCO,4.0,4.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,256.5358581542969,295.882352941176,231.008771929825,5.0,6766.0
3854,Avellaneda,6.0,3.0,005,DOCK SUD,9.0,8.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,257.7188415527344,0.0,0.0,1.0,6767.0
3855,Alte. Brown,15.0,5.0,022,LONGCHAMPS,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,133.24765014648438,0.0,0.0,2.0,6768.0
3856,Cap. Fed. DE 08,11.0,9.0,031,PARQUE CHACABUCO,6.0,6.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,333.56793212890625,500.0,450.0,5.0,6769.0
3857,Cap. Fed. DE 08,11.0,9.0,041,PARQUE CHACABUCO,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,317.8692321777344,300.0,310.0,3.0,6770.0
3858,Quilmes,3.0,6.0,027,EZPELETA,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,119.29846954345703,0.0,0.0,2.0,6771.0
3859,Moreno,2.0,23.0,024,MORENO,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,193.58734130859375,0.0,0.0,4.0,6772.0
3860,Cap. Fed. DE 01,7.0,13.0,005,RETIRO,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,98.6758041381836,292.424242424242,1000.0,4.0,6773.0
3861,Quilmes,15.0,13.0,010,BERNAL,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,107.36756134033203,0.0,0.0,5.0,6774.0
3862,Quilmes,3.0,6.0,004,EZPELETA,3.0,3.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,128.1367950439453,0.0,0.0,5.0,6775.0
3863,General San Martin,11.0,10.0,028,JOSE LEON SUAREZ,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,153.58763122558594,200.0,220.0,5.0,6776.0
3864,Quilmes,3.0,6.0,028,EZPELETA,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,152.74240112304688,0.0,0.0,4.0,6777.0
3865,Quilmes,15.0,13.0,008,BERNAL,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,132.8715362548828,292.424242424242,149.479338842975,3.0,6778.0
3866,Cap. Fed. DE 11,1.0,10.0,021,FLORESTA,4.0,4.0,0.0,Casa,0.0,Si,4.0,No tiene,No tiene,1.0,,No,No,No,Si,265.6320495605469,400.0,500.0,2.0,6779.0
3867,Cap. Fed. DE 01,7.0,13.0,006,RETIRO,3.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,157.76109313964844,0.0,0.0,3.0,6780.0
3868,Quilmes,3.0,6.0,024,EZPELETA,3.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,124.52091217041016,0.0,0.0,2.0,6781.0
3869,Lomas de Zamora,13.0,3.0,017,TEMPERLEY,1.0,1.0,0.0,Otra,0.0,No,No tiene,No tiene,No tiene,No tiene,N/E,No,No,No,No,183.0264434814453,0.0,0.0,5.0,6782.0
3870,Quilmes,3.0,6.0,012,EZPELETA,3.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,124.03805541992188,0.0,0.0,1.0,6783.0
3871,Quilmes,15.0,5.0,002,BERNAL,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,163.3675994873047,0.0,0.0,4.0,6784.0
3872,Quilmes,3.0,6.0,007,EZPELETA,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,110.72051239013672,258.888888888889,441.921487603306,1.0,6785.0
3873,Quilmes,15.0,5.0,024,BERNAL,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,125.51216888427734,300.0,100.0,1.0,6786.0
3874,Alte. Brown,2.0,12.0,061,JOSE MARMOL,5.0,5.0,0.0,Casa,1.0,No,3.0,No tiene,No tiene,No tiene,,Si,No,No,No,210.29238891601562,0.0,0.0,2.0,6787.0
3875,San Fernando,3.0,2.0,001,SAN FERNANDO,4.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,80.57339477539062,0.0,0.0,1.0,6788.0
3876,Quilmes,3.0,6.0,002,EZPELETA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,136.19711303710938,0.0,0.0,1.0,6789.0
3877,Cap. Fed. DE 01,7.0,13.0,008,RETIRO,3.0,3.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,149.2313690185547,0.0,0.0,3.0,6790.0
