nform,nnper,nvj,IDPERV,origen,proposito,VF5,VF6,tiempoviaje,modoprincipal,codsegorigen,codsegproposito,wcal0_x,LATITUD_ORIGEN,LONGITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_DESTINO,PICO_HABIL,Intra_Inter,publico_privado,motorizado,duracion,distancia_manhattan,idviaje,IDPER,SEXO,INSE,INSE_RecF,wcal0_y,E10,EDAD,codseghogar,CODSEG,CODLOC,NOMBLOC
2625,6,2,26250602,5,Compras (hogar),16.55,"17,05",10.0,A pie hasta 10 cuadras,1606001,1606102.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,0.0,262562,262506,Masculino,26,B+,119.9996449, ,4,1606001,1606001,16421,LIBERTAD
2625,6,3,26250603,6,Regreso al hogar/hogar,17.15,"17,17",2.0,A pie hasta 10 cuadras,1606102,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167843.805726425,535452.0889795172,No,Inter,Privado,No Motorizado,2.0,980.6415193073917,262563,262506,Masculino,26,B+,119.9996449, ,4,1606001,1606001,16421,LIBERTAD
2625,6,4,26250604,1,Acompañar a alguien,20.15,"20,25",10.0,A pie hasta 10 cuadras,1606001,1606202.0,119.9996449,6167843.805726425,535452.0889795172,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,980.6415193073917,262564,262506,Masculino,26,B+,119.9996449, ,4,1606001,1606001,16421,LIBERTAD
2625,6,5,26250605,14,Regreso al hogar/hogar,20.4,"20,5",10.0,A pie hasta 10 cuadras,1606202,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6168296.669480736,535446.8716637463,No,Inter,Privado,No Motorizado,10.0,1428.2879578480497,262565,262506,Masculino,26,B+,119.9996449, ,4,1606001,1606001,16421,LIBERTAD
2625,7,1,26250701,1,Trabajo,9.4,"9,5",10.0,A pie hasta 10 cuadras,1606001,1606103.0,119.9996449,6168296.669480736,535446.8716637463,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,1428.2879578480497,262571,262507,Femenino,26,B+,119.9996449, ,71,1606001,1606001,16421,LIBERTAD
2625,7,2,26250702,2,Asistencia médica,12.0,"12,3",30.0,A pie hasta 10 cuadras,1606103,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6166776.134405225,534625.5844653796,No,Inter,Privado,No Motorizado,30.0,913.5343160304474,262572,262507,Femenino,26,B+,119.9996449, ,71,1606001,1606001,16421,LIBERTAD
2625,7,3,26250703,8,Regreso al hogar/hogar,14.0,"14,15",15.0,Auto pasajero,1606001,1606001.0,119.9996449,6166776.134405225,534625.5844653796,6167379.202999702,534936.0501869329,No,Intra,Privado,Motorizado,15.0,913.5343160304474,262573,262507,Femenino,26,B+,119.9996449, ,71,1606001,1606001,16421,LIBERTAD
2627,1,1,26270101,1,Entretenimiento / ocio,9.3,"9,45",15.0,Bus,121125,109022.0,771.1916044,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Inter,Público,Motorizado,15.0,0.0,262711,262701,Femenino,42,M,771.1916044,3,43,121125,121125,1020,MONTEVIDEO
2627,1,2,26270102,15,Regreso al hogar/hogar,11.3,12,30.0,Bus,109022,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6148334.829972758,570976.1818352431,No,Inter,Público,Motorizado,30.0,4052.2193014239892,262712,262701,Femenino,42,M,771.1916044,3,43,121125,121125,1020,MONTEVIDEO
2627,1,3,26270103,1,Entretenimiento / ocio,19.15,"19,3",15.0,Bus,121125,114010.0,771.1916044,6148334.829972758,570976.1818352431,6145169.9600673355,571863.5312312447,No,Inter,Público,Motorizado,15.0,4052.2193014239892,262713,262701,Femenino,42,M,771.1916044,3,43,121125,121125,1020,MONTEVIDEO
2627,1,4,26270104,15,Regreso al hogar/hogar,21.55,"22,1",15.0,Bus,114010,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6141894.509498599,573348.7458220363,No,Inter,Público,Motorizado,15.0,4760.665159528144,262714,262701,Femenino,42,M,771.1916044,3,43,121125,121125,1020,MONTEVIDEO
2627,2,1,26270201,1,Trabajo,7.3,"8,3",60.0,Bus,121125,110064.0,771.1916044,6141894.509498599,573348.7458220363,6145169.9600673355,571863.5312312447,Si,Inter,Público,Motorizado,60.0,4760.665159528144,262721,262702,Masculino,42,M,771.1916044, ,41,121125,121125,1020,MONTEVIDEO
2627,2,2,26270202,2,Regreso al hogar/hogar,17.0,"17,3",30.0,Auto pasajero,110064,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6138952.184107206,585135.0238490854,No,Inter,Privado,Motorizado,30.0,19489.268577970448,262722,262702,Masculino,42,M,771.1916044, ,41,121125,121125,1020,MONTEVIDEO
2627,2,3,26270203,1,Entretenimiento / ocio,18.0,"18,3",30.0,Auto pasajero,121125,124126.0,771.1916044,6138952.184107206,585135.0238490854,6145169.9600673355,571863.5312312447,No,Inter,Privado,Motorizado,30.0,19489.268577970448,262723,262702,Masculino,42,M,771.1916044, ,41,121125,121125,1020,MONTEVIDEO
2627,2,4,26270204,15,Regreso al hogar/hogar,22.0,"22,3",30.0,Auto pasajero,124126,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6138641.400315395,577584.2135184687,No,Inter,Privado,Motorizado,30.0,12249.242039164877,262724,262702,Masculino,42,M,771.1916044, ,41,121125,121125,1020,MONTEVIDEO
2627,3,1,26270301,1,Estudios,7.3,"7,35",5.0,A pie hasta 10 cuadras,121125,121026.0,771.1916044,6138641.400315395,577584.2135184687,6145169.9600673355,571863.5312312447,Si,Inter,Privado,No Motorizado,5.0,12249.242039164877,262731,262703,Femenino,42,M,771.1916044,2,14,121125,121125,1020,MONTEVIDEO
2627,3,2,26270302,5,Regreso al hogar/hogar,12.4,"12,45",5.0,A pie hasta 10 cuadras,121026,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6145464.765455196,571495.2754072641,No,Inter,Privado,No Motorizado,5.0,663.0612118407153,262732,262703,Femenino,42,M,771.1916044,2,14,121125,121125,1020,MONTEVIDEO
2627,3,3,26270303,1,Entretenimiento / ocio,19.15,"19,3",15.0,Bus,121125,114010.0,771.1916044,6145464.765455196,571495.2754072641,6145169.9600673355,571863.5312312447,No,Inter,Público,Motorizado,15.0,663.0612118407153,262733,262703,Femenino,42,M,771.1916044,2,14,121125,121125,1020,MONTEVIDEO
2627,3,4,26270304,15,Regreso al hogar/hogar,21.55,"22,1",15.0,Bus,114010,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6141894.509498599,573348.7458220363,No,Inter,Público,Motorizado,15.0,4760.665159528144,262734,262703,Femenino,42,M,771.1916044,2,14,121125,121125,1020,MONTEVIDEO
2627,4,1,26270401,1,Estudios,7.45,"7,55",10.0,A pie hasta 10 cuadras,121125,121026.0,771.1916044,6141894.509498599,573348.7458220363,6145169.9600673355,571863.5312312447,Si,Inter,Privado,No Motorizado,10.0,4760.665159528144,262741,262704,Masculino,42,M,771.1916044, ,11,121125,121125,1020,MONTEVIDEO
2627,4,2,26270402,5,Regreso al hogar/hogar,12.0,"12,05",5.0,A pie hasta 10 cuadras,121026,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6145464.765455196,571495.2754072641,No,Inter,Privado,No Motorizado,5.0,663.0612118407153,262742,262704,Masculino,42,M,771.1916044, ,11,121125,121125,1020,MONTEVIDEO
2627,4,3,26270403,1,Entretenimiento / ocio,18.0,"18,3",30.0,Auto pasajero,121125,124126.0,771.1916044,6145464.765455196,571495.2754072641,6145169.9600673355,571863.5312312447,No,Inter,Privado,Motorizado,30.0,663.0612118407153,262743,262704,Masculino,42,M,771.1916044, ,11,121125,121125,1020,MONTEVIDEO
2627,4,4,26270404,15,Regreso al hogar/hogar,22.0,"22,3",30.0,Auto pasajero,124126,121125.0,771.1916044,6145169.9600673355,571863.5312312447,6138641.400315395,577584.2135184687,No,Inter,Privado,Motorizado,30.0,12249.242039164877,262744,262704,Masculino,42,M,771.1916044, ,11,121125,121125,1020,MONTEVIDEO
2628,2,1,26280201,1,Visitar a alguien,9.0,"9,45",45.0,Bus,121130,114002.0,619.7797519,6138641.400315395,577584.2135184687,6145169.9600673355,571863.5312312447,Si,Inter,Público,Motorizado,45.0,12249.242039164877,262821,262802,Femenino,42,M,619.7797519,3,60,121130,121130,1020,MONTEVIDEO
2628,2,2,26280202,13,Regreso al hogar/hogar,17.0,"18,1",70.0,Bus,114002,121130.0,619.7797519,6144969.012430292,571562.1988807656,6141155.749304378,571456.0362058376,No,Inter,Público,Motorizado,70.0,3919.4258008411853,262822,262802,Femenino,42,M,619.7797519,3,60,121130,121130,1020,MONTEVIDEO
2628,3,1,26280301,1,Trabajo,9.0,"9,14",14.0,Auto conductor,121130,114222.0,619.7797519,6141155.749304378,571456.0362058376,6144969.012430292,571562.1988807656,Si,Inter,Privado,Motorizado,14.0,3919.4258008411853,262831,262803,Masculino,42,M,619.7797519, ,59,121130,121130,1020,MONTEVIDEO
2628,3,2,26280302,2,Regreso al hogar/hogar,16.0,"16,15",15.0,Auto conductor,114222,121130.0,619.7797519,6144969.012430292,571562.1988807656,6140372.785982894,573514.5838165238,No,Inter,Privado,Motorizado,15.0,6548.611383156036,262832,262803,Masculino,42,M,619.7797519, ,59,121130,121130,1020,MONTEVIDEO
2629,1,1,26290101,1,Trabajo,8.3,9,30.0,Bus,121125,117116.0,956.5003682,6140372.785982894,573514.5838165238,6144969.012430292,571562.1988807656,Si,Inter,Público,Motorizado,30.0,6548.611383156036,262911,262901,Masculino,24,B+,956.5003682, ,63,121125,121125,1020,MONTEVIDEO
2629,1,2,26290102,2,Regreso al hogar/hogar,13.3,14,30.0,Bus,117116,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6143287.570634378,577051.1650168083,No,Inter,Público,Motorizado,30.0,7070.023218521033,262912,262901,Masculino,24,B+,956.5003682, ,63,121125,121125,1020,MONTEVIDEO
2629,2,1,26290201,1,Trabajo,7.4,8,20.0,Bus,121125,117116.0,956.5003682,6143287.570634378,577051.1650168083,6145169.9600673355,571863.5312312447,Si,Inter,Público,Motorizado,20.0,7070.023218521033,262921,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,2,2,26290202,2,Regreso al hogar/hogar,16.0,"16,3",30.0,Bus,117116,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6143287.570634378,577051.1650168083,No,Inter,Público,Motorizado,30.0,7070.023218521033,262922,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,2,3,26290203,1,Dejar/recoger a alguien,18.0,"18,15",15.0,Moto conductor,121125,114211.0,956.5003682,6143287.570634378,577051.1650168083,6145169.9600673355,571863.5312312447,No,Inter,Privado,Otro,15.0,7070.023218521033,262923,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,2,4,26290204,12,Regreso al hogar/hogar,18.2,"18,35",15.0,Moto conductor,114211,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6141551.143972353,573632.3451329679,No,Inter,Privado,Otro,15.0,5387.629996705684,262924,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,2,5,26290205,1,Dejar/recoger a alguien,22.2,"22,3",10.0,Moto conductor,121125,114211.0,956.5003682,6141551.143972353,573632.3451329679,6145169.9600673355,571863.5312312447,No,Inter,Privado,Otro,10.0,5387.629996705684,262925,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,2,6,26290206,12,Regreso al hogar/hogar,22.3,"22,5",20.0,Moto conductor,114211,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6141551.143972353,573632.3451329679,No,Inter,Privado,Otro,20.0,5387.629996705684,262926,262902,Masculino,24,B+,956.5003682, ,38,121125,121125,1020,MONTEVIDEO
2629,3,1,26290301,1,Compras (hogar),16.0,"16,1",10.0,A pie hasta 10 cuadras,121125,122006.0,956.5003682,6141551.143972353,573632.3451329679,6145169.9600673355,571863.5312312447,No,Inter,Privado,No Motorizado,10.0,5387.629996705684,262931,262903,Femenino,24,B+,956.5003682, ,35,121125,121125,1020,MONTEVIDEO
2629,3,2,26290302,6,Compras (hogar),16.3,"16,4",10.0,A pie hasta 10 cuadras,122006,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6142320.826757191,575336.6743376144,No,Inter,Privado,No Motorizado,10.0,6322.2764165145345,262932,262903,Femenino,24,B+,956.5003682, ,35,121125,121125,1020,MONTEVIDEO
2629,3,3,26290303,6,Trabajo,18.0,"18,2",20.0,Moto pasajero,121125,114211.0,956.5003682,6142320.826757191,575336.6743376144,6145169.9600673355,571863.5312312447,No,Inter,Privado,Motorizado,20.0,6322.2764165145345,262933,262903,Femenino,24,B+,956.5003682, ,35,121125,121125,1020,MONTEVIDEO
2629,3,4,26290304,2,Regreso al hogar/hogar,10.3,"10,4",10.0,Moto pasajero,114211,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6141551.143972353,573632.3451329679,No,Inter,Privado,Motorizado,10.0,5387.629996705684,262934,262903,Femenino,24,B+,956.5003682, ,35,121125,121125,1020,MONTEVIDEO
2629,4,1,26290401,1,Estudios,7.4,"7,45",5.0,A pie hasta 10 cuadras,121125,121130.0,956.5003682,6141551.143972353,573632.3451329679,6145169.9600673355,571863.5312312447,Si,Inter,Privado,No Motorizado,5.0,5387.629996705684,262941,262904,Femenino,24,B+,956.5003682, ,13,121125,121125,1020,MONTEVIDEO
2629,4,2,26290402,5,Regreso al hogar/hogar,12.45,"12,5",5.0,A pie hasta 10 cuadras,121130,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6144969.012430292,571562.1988807656,No,Inter,Privado,No Motorizado,5.0,502.279987522983,262942,262904,Femenino,24,B+,956.5003682, ,13,121125,121125,1020,MONTEVIDEO
2629,5,1,26290501,1,Estudios,12.5,13,10.0,A pie hasta 10 cuadras,121125,121130.0,956.5003682,6144969.012430292,571562.1988807656,6145169.9600673355,571863.5312312447,No,Inter,Privado,No Motorizado,10.0,502.279987522983,262951,262905,Femenino,24,B+,956.5003682, ,10,121125,121125,1020,MONTEVIDEO
2629,5,2,26290502,5,Regreso al hogar/hogar,17.0,"17,05",5.0,A pie hasta 10 cuadras,121130,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6144969.012430292,571562.1988807656,No,Inter,Privado,No Motorizado,5.0,502.279987522983,262952,262905,Femenino,24,B+,956.5003682, ,10,121125,121125,1020,MONTEVIDEO
2629,6,1,26290601,1,Estudios,12.55,13,5.0,A pie hasta 10 cuadras,121125,121026.0,956.5003682,6144969.012430292,571562.1988807656,6145169.9600673355,571863.5312312447,No,Inter,Privado,No Motorizado,5.0,502.279987522983,262961,262906,Masculino,24,B+,956.5003682, ,8,121125,121125,1020,MONTEVIDEO
2629,6,2,26290602,5,Regreso al hogar/hogar,17.0,"17,05",5.0,A pie hasta 10 cuadras,121026,121125.0,956.5003682,6145169.9600673355,571863.5312312447,6145464.765455196,571495.2754072641,No,Inter,Privado,No Motorizado,5.0,663.0612118407153,262962,262906,Masculino,24,B+,956.5003682, ,8,121125,121125,1020,MONTEVIDEO
2630,1,1,26300101,1,Trabajo,7.0,8,60.0,Auto conductor,113532,118315.0,90.69434101,6145464.765455196,571495.2754072641,6145169.9600673355,571863.5312312447,Si,Inter,Privado,Motorizado,60.0,663.0612118407153,263011,263001,Masculino,50,M+,90.69434101, ,41,113532,113532,1020,MONTEVIDEO
2630,1,2,26300102,2,Compras (hogar),15.0,16,60.0,Auto conductor,118315,112018.0,90.69434101,6141278.57443133,567199.4970067113,6136637.424415968,577319.1816742569,No,Inter,Privado,Motorizado,60.0,14760.83468290721,263012,263001,Masculino,50,M+,90.69434101, ,41,113532,113532,1020,MONTEVIDEO
2630,1,3,26300103,6,Visitar a alguien,19.0,"19,3",30.0,Auto conductor,112018,114111.0,90.69434101,6136637.424415968,577319.1816742569,6140780.048332274,576232.5551227212,No,Inter,Privado,Motorizado,30.0,5229.250467841281,263013,263001,Masculino,50,M+,90.69434101, ,41,113532,113532,1020,MONTEVIDEO
2630,1,4,26300104,13,Regreso al hogar/hogar,20.0,"20,3",30.0,Auto conductor,114111,113532.0,90.69434101,6140780.048332274,576232.5551227212,6141416.602333785,573342.5709994393,No,Inter,Privado,Motorizado,30.0,3526.5381247929763,263014,263001,Masculino,50,M+,90.69434101, ,41,113532,113532,1020,MONTEVIDEO
2630,2,1,26300201,1,Trabajo,6.0,"6,3",30.0,Auto pasajero,113532,118130.0,90.69434101,6141416.602333785,573342.5709994393,6141278.57443133,567199.4970067113,No,Inter,Privado,Motorizado,30.0,6281.101895183092,263021,263002,Femenino,50,M+,90.69434101, ,40,113532,113532,1020,MONTEVIDEO
2630,2,2,26300202,2,Regreso al hogar/hogar,13.0,"14,3",90.0,Bus,118130,113532.0,90.69434101,6141278.57443133,567199.4970067113,6137610.579287457,576816.5065142466,No,Inter,Público,Motorizado,90.0,13285.004651407944,263022,263002,Femenino,50,M+,90.69434101, ,40,113532,113532,1020,MONTEVIDEO
2630,2,3,26300203,1,Estudios,17.3,"18,1",40.0,Bus,113532,112018.0,90.69434101,6137610.579287457,576816.5065142466,6141278.57443133,567199.4970067113,No,Inter,Público,Motorizado,40.0,13285.004651407944,263023,263002,Femenino,50,M+,90.69434101, ,40,113532,113532,1020,MONTEVIDEO
2630,2,4,26300204,5,Regreso al hogar/hogar,22.0,"22,15",15.0,Auto pasajero,112018,113532.0,90.69434101,6141278.57443133,567199.4970067113,6140780.048332274,576232.5551227212,No,Inter,Privado,Motorizado,15.0,9531.58421506593,263024,263002,Femenino,50,M+,90.69434101, ,40,113532,113532,1020,MONTEVIDEO
2632,1,1,26320101,2,Trabajo,27.0,28,60.0,Bus,0,121144.0,104.0701939,6140780.048332274,576232.5551227212,6141278.57443133,567199.4970067113,No,Inter,Público,Motorizado,60.0,9531.58421506593,263211,263201,Masculino,34,M-,104.0701939, ,57,113240,113240,1020,MONTEVIDEO
2632,2,1,26320201,1,Asistencia médica,11.3,"11,4",10.0,A pie hasta 10 cuadras,113240,113132.0,104.0701939,6144138.205719786,570881.6071597391,6140955.093682049,566096.0025446336,No,Inter,Privado,No Motorizado,10.0,7968.716652842471,263221,263202,Femenino,34,M-,104.0701939,3,53,113240,113240,1020,MONTEVIDEO
2632,2,2,26320202,8,Regreso al hogar/hogar,11.2,"11,3",10.0,A pie hasta 10 cuadras,113132,113240.0,104.0701939,6140955.093682049,566096.0025446336,6141380.797785293,567816.82928595,No,Inter,Privado,No Motorizado,10.0,2146.5308445609407,263222,263202,Femenino,34,M-,104.0701939,3,53,113240,113240,1020,MONTEVIDEO
2632,3,1,26320301,1,Trabajo,6.0,"7,3",90.0,Bus,113240,105205.0,104.0701939,6141380.797785293,567816.82928595,6140955.093682049,566096.0025446336,No,Inter,Público,Motorizado,90.0,2146.5308445609407,263231,263203,Masculino,34,M-,104.0701939, ,29,113240,113240,1020,MONTEVIDEO
2632,3,2,26320302,2,Regreso al hogar/hogar,17.0,"18,2",80.0,Bus,105205,113240.0,104.0701939,6140955.093682049,566096.0025446336,6136364.168980104,574038.482422949,No,Inter,Público,Motorizado,80.0,12533.404580260394,263232,263203,Masculino,34,M-,104.0701939, ,29,113240,113240,1020,MONTEVIDEO
2632,4,1,26320401,1,Trabajo,11.0,"13,35",155.0,Bus,113240,118031.0,104.0701939,6136364.168980104,574038.482422949,6140955.093682049,566096.0025446336,No,Inter,Público,Motorizado,155.0,12533.404580260394,263241,263204,Masculino,34,M-,104.0701939, ,27,113240,113240,1020,MONTEVIDEO
2632,4,2,26320402,2,Regreso al hogar/hogar,21.3,"22,3",60.0,Bus,118031,113240.0,104.0701939,6140955.093682049,566096.0025446336,6138247.236486366,576570.5878538524,No,Inter,Público,Motorizado,60.0,13182.442504901672,263242,263204,Masculino,34,M-,104.0701939, ,27,113240,113240,1020,MONTEVIDEO
2633,1,1,26330101,1,Compras (hogar),18.0,"18,3",30.0,A pie,121021,120040.0,383.0369328,6138247.236486366,576570.5878538524,6140955.093682049,566096.0025446336,No,Inter,Privado,No Motorizado,30.0,13182.442504901672,263311,263301,Masculino,39,M,383.0369328,3,48,121021,121021,1020,MONTEVIDEO
2633,1,2,26330102,6,Regreso al hogar/hogar,20.0,"20,3",30.0,A pie,120040,121021.0,383.0369328,6144353.74132686,574205.2043697232,6142651.888241277,573194.7017830833,No,Inter,Privado,No Motorizado,30.0,2712.355672223028,263312,263301,Masculino,39,M,383.0369328,3,48,121021,121021,1020,MONTEVIDEO
2633,2,1,26330201,1,Trabajo,8.3,10,90.0,Bus,121021,110149.0,383.0369328,6142651.888241277,573194.7017830833,6144353.74132686,574205.2043697232,Si,Inter,Público,Motorizado,90.0,2712.355672223028,263321,263302,Femenino,39,M,383.0369328, ,53,121021,121021,1020,MONTEVIDEO
2633,2,2,26330202,2,Regreso al hogar/hogar,15.0,"16,4",100.0,Bus,110149,121021.0,383.0369328,6144353.74132686,574205.2043697232,6139426.543130934,583578.7251471273,No,Inter,Público,Motorizado,100.0,14300.71897332999,263322,263302,Femenino,39,M,383.0369328, ,53,121021,121021,1020,MONTEVIDEO
2633,2,3,26330203,1,Compras (hogar),18.0,"18,3",30.0,A pie,121021,120040.0,383.0369328,6139426.543130934,583578.7251471273,6144353.74132686,574205.2043697232,No,Inter,Privado,No Motorizado,30.0,14300.71897332999,263323,263302,Femenino,39,M,383.0369328, ,53,121021,121021,1020,MONTEVIDEO
2633,2,4,26330204,6,Regreso al hogar/hogar,20.0,"20,3",30.0,A pie,120040,121021.0,383.0369328,6144353.74132686,574205.2043697232,6142651.888241277,573194.7017830833,No,Inter,Privado,No Motorizado,30.0,2712.355672223028,263324,263302,Femenino,39,M,383.0369328, ,53,121021,121021,1020,MONTEVIDEO
2634,2,1,26340201,1,Estudios,9.0,"9,3",30.0,Bus,121222,121038.0,349.1365224,6142651.888241277,573194.7017830833,6144353.74132686,574205.2043697232,Si,Inter,Público,Motorizado,30.0,2712.355672223028,263421,263402,Femenino,43,M,349.1365224,2,18,121222,121222,1020,MONTEVIDEO
2634,2,2,26340202,5,Estudios,13.0,"13,1",10.0,A pie hasta 10 cuadras,121038,120040.0,349.1365224,6144006.38338812,574044.098420787,6143306.734356831,573309.3539388608,No,Inter,Privado,No Motorizado,10.0,1434.3935132151237,263422,263402,Femenino,43,M,349.1365224,2,18,121222,121222,1020,MONTEVIDEO
2634,2,3,26340203,5,Regreso al hogar/hogar,19.3,"20,15",45.0,Bus,120040,121222.0,349.1365224,6143306.734356831,573309.3539388608,6142651.888241277,573194.7017830833,No,Inter,Público,Motorizado,45.0,769.4982713313075,263423,263402,Femenino,43,M,349.1365224,2,18,121222,121222,1020,MONTEVIDEO
2635,1,1,26350101,1,Trabajo,10.0,"10,3",30.0,Bus,121021,121037.0,552.9723442,6142651.888241277,573194.7017830833,6144006.38338812,574044.098420787,No,Inter,Público,Motorizado,30.0,2203.891784546431,263511,263501,Femenino,25,B+,552.9723442, ,48,121021,121021,1020,MONTEVIDEO
